,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Access to parallel computing,A_Production use case,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Dataset balance,A_Ratio positive to negative targets,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Access to parallel computing,del_Production use case,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Dataset balance,del_Ratio positive to negative targets,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
142,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,>100000,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.809757434745082,,0.5619514869490164,,,,,,,,,0.8429272304235247,,,,,,,,
145,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
147,high,,,,,,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,0.20000,,,,0.20000,,0.20000,,,,,,,0.20000,,,0.20000,,0.3,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,
148,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,
149,high,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,,,,,,,0.33333,,,,,0.09559110278645165,,,,,0.059421496326713195,,,,,2.198595364088388,,,,,,,,,,,,,,,,,,,
150,high,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,0.20000,0.20000,,,,,,,,,,,0.20000,0.20000,,,0.20000,,0.3090644636079503,,,,,0.19212115305359073,,,,,2.3694942209942855,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,,,0.31481,0.31481,0.03704,,,0.03704,0.03704,0.14815,,,,0.03704,0.03704,,,0.03704,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,,,0.26984,0.04762,0.04762,0.04762,,0.10317,0.10317,0.04762,,,,0.05556,0.22222,,,0.05556,,,,,,,,,,,,,,,,,0.014705882352941176,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,0.11905,,0.04762,0.07937,,0.24603,0.24603,,,,,0.04762,0.16667,,,0.04762,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,,,0.17778,0.11111,0.06667,,,0.06667,,,,,,,0.17778,,,0.40000,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
156,medium,medium,,,,no,,,,,1.0:86400,Convolutional Neural Net,no,,,,,,,,Image Data,>50000,,,,yes,,Multiclass Classification,Image Recognition,0.50000,0.25000,0.25000,,,,,,,,,,,,,,,,1.1961937566695522,0.3262346609098779,,,,0.12374418172443644,,,,,0.23923875133391045,0.19936562611159203,0.22428632937554105,,,,,,,,0.06770908056620106,3.588581270008657,,,,0.2563272335720469,,0.0552089426155178,0.06408180839301172,
157,high,high,,,Linux,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,>100000,,,,yes,,Object Detection,Object Detection,0.20000,,0.40000,0.40000,,,,,,,,,,,,,,,0.12206594456583415,0.3119463027793539,,,1.4037583625070928,0.0758788304057888,,,,,1.4037583625070928,0.15597315138967696,0.1754697953133866,,,,,,,,0.05297201367951293,0.2807516725014186,,,,0.20053690892958467,,2.8075167250141857,2.8075167250141857,
158,high,low,,,,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,,,,,yes,,Multiclass Classification,Image Recognition,0.20000,,,0.10000,0.10000,,,,,,,,,,0.40000,,0.20000,,0.234600996600773,2.6979114609088892,,,,0.14583305194102106,,,,,2.6979114609088892,0.2997679401009877,0.33723893261361115,,,,,,,,0.10180797965693922,,,,,0.3854159229869842,,0.08301266033565814,0.09635398074674605,
159,high,medium,no,yes,Windows,no,Process Parameter Prediction,,>200,,>172800,LSTM,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,,,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,0.20902747837855754,0.4370574547915294,0.8012720004511372,0.8012720004511372,1.2019080006767058,0.16578041388644219,0.5341813336340915,,1.6025440009022744,,1.6025440009022744,4.807632002706823,0.30047700016917644,,1.2019080006767058,,,0.5341813336340915,,,0.8012720004511372,1.2019080006767058,0.11725931713919081,,,0.3434022859076302,0.6868045718152604,0.26709066681704574,0.4370574547915294,
160,medium,medium,no,yes,Windows,no,Predictive Quality,,,,7200.0:172800,Random Forest,yes,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,imbalanced,0.1,no,offline,Binary Classification,Time Series Prediction,0.20000,,,,,,0.20000,,0.20000,,,,,0.20000,,,0.20000,,2.446426276186338,0.6672071662326378,1.223213138093169,1.223213138093169,1.8348197071397536,0.2530785802951384,0.2822799549445775,,,,1.8348197071397536,0.4317222840328832,0.4892852552372676,0.2367509299535166,1.8348197071397536,,,0.815475425395446,,,1.223213138093169,3.6696394142795072,0.17900680069656133,0.3862778330820534,3.6696394142795072,1.223213138093169,1.048468404079859,0.2822799549445775,0.6672071662326378,
161,medium,medium,no,yes,Windows,no,Predictive Maintenance,,,,>172800,Random Forest,no,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,,,yes,offline,Multi-class Classification,,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,2.661130250159574,0.7257627954980657,1.330565125079787,1.330565125079787,1.9958476876196805,0.27528933622340424,0.38016146430851055,,,,2.661130250159574,0.46961122061639543,0.4989619219049201,0.2575287338864104,1.9958476876196805,,,0.887043416719858,,,1.330565125079787,1.9958476876196805,0.19471684757265176,,,0.5702421964627659,1.1404843929255317,3.991695375239361,,
162,high,medium,no,yes,linux,yes,Predictive Quality,,,,7200.0:172800,XGBoost,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,>4,imbalanced,0.01,yes,offline,Multi-class Classification,,0.25000,,,,,,,,0.25000,,,,,0.25000,,,0.25000,,0.15588547611047895,0.32594235914009234,0.597560991756836,0.597560991756836,3.585365950541016,0.09690178244705448,0.13789869040542369,,,,0.896341487635254,0.3983739945045573,0.2240853719088135,,0.896341487635254,,,0.3983739945045573,,,0.597560991756836,0.896341487635254,0.18870347108110608,0.18870347108110608,3.585365950541016,0.25609756789578686,0.5121951357915737,1.792682975270508,,
163,high,medium,no,no,Windows,no,Process Design,,>200,,7200.0:172800,Random Forest,yes,yes,,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,imbalanced,0.1,yes,offline,Binary Classification,,0.33333,0.33333,,,,,,,0.33333,,,,,,,,,,0.15302259203691554,0.3199563288044598,0.5865866028081762,3.5195196168490575,0.8798799042122644,0.12136274540858819,3.5195196168490575,,1.1731732056163524,,0.8798799042122644,0.20703056569700337,0.23463464112327048,0.11353289086609862,,,,0.3910577352054508,,,0.5865866028081762,1.7597598084245287,0.08584194187436725,0.18523787457100302,1.7597598084245287,0.25139425834636125,0.5027885166927225,0.13536613910957915,,
164,high,high,no,yes,Linux,yes,Process Parameter Prediction,,>200,,>172800,Gradient Boosting Machine,no,,,,yes,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,,,yes,offline,Regression,Time Series Prediction,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,0.19685951600837764,0.5030854297991872,0.7546281446987809,0.7546281446987809,2.263884434096343,0.1223721315727753,0.5030854297991872,,1.5092562893975618,,1.5092562893975618,4.527768868192686,0.28298555426204286,,,,0.18111075472770743,0.5030854297991872,,,0.7546281446987809,1.1319422170481714,0.1104333870290899,,,0.32341206201376327,0.6468241240275265,0.2515427148995936,0.4116153516538805,
165,,,,,,,,,,,,,yes,,,,,,,,,>100000,1.0:4,,,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,,,,,,,,,,,,,1.9243104241149207,,,,,,,,,2.8864656361723813,0.704016008822532,,,2.061761168694558,4.123522337389116,1.6035920200957672,2.6240596692476195,
166,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,0.14286,,,0.14286,0.14286,0.14286,,0.14286,,,0.14286,,,0.14286,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
