;;User specific;;;;;;;;;;;;;Production;;;Time Resources;;;;;;;Machine Learning Algorithm;;;;;;;;;;;;;;;;;Machine Learning Task;;;;;;;;;;;;;;;;Model-free, Full evaluation;;;;;Model-based, Full evaluation;;;;;;Model-free, Multi-fidelity;;;Model-based, Multi-fidelity;;;;total n of HPO techniques analyzed;;;;;;;;;
Rule ID;thetas;UR: quality demands;1;User's programming ability;1;UR: need for model transparency;1;UR: Availability of a well documented library;1;UR: Computer operating system;1;Hardware: Number of workers/kernels for parallel computing;1;;Production application area;1;;Number of maximum function evaluations/ trials budget;1;Running time per trial [s];1;Total Computing Time [s];1;;Machine Learning Algorithm;1;Obtainability of good approximate;1;Supports parallel evaluations;1;Dimensionality of HPs;1;Conditional HP space;1;HP datatypes;1;Availability of a warm-start HP configuration;1;Obtainability of gradients;1;;Input Data;1;#Instances training dataset;1;Ratio training to test dataset;1;Noise in dataset;1;Training Technique;1;ML task;1;Detailed ML task;1;Rule ID;Default Values;Random Search;Grid Search;CMA-ES;PBT;HOAG;SMAC;TPE;GPBO;MTBO;BOHAMIANN;DNGO;SHA;HB;ASHA;FABOLAS;BOHB;HB-LCNet;;18;;;;;;;;;
;;0,0417;24;0,0313;32;0,0769;13;0,0769;13;0,1429;7;0,0082;122;;0,0175;57;;0,0145;69;0,0286;35;0,0063;159;;0,0085;117;0,0270;37;0,0270;37;0,0078;129;0,0086;116;0,0077;130;1,0000;1;0,1667;6;;;105;0,0114;88;0,0120;83;0,0500;20;0,0083;121;0,0086;116;0,0108;93;;25,89;13,73;7,14;13,08;11,02;2,21;28,52;20,09;23,40;2,66;9,77;3,63;10,57;21,21;9,88;5,49;27,33;4,37;;;;;;;;;;;
155;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;0,07692;0,00000;0,00000;0,00000;0,00000;0,07692;0,07692;0,07692;0,00000;0,07692;0,07692;0,07692;0,07692;0,07692;0,07692;0,07692;0,07692;0,07692;;;;;;;;;;;
156;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;ML model training time for 1 trial and max trials should also be included.;;;;;;
157;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;;;;;;;
158;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;;;;;;;
159;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;;;;;;;
160;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;;;;;;;
161;1;;;;;;;;;;;;;;;;;;;;;7200.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161;0,07143;0,07143;0,00000;0,00000;0,00000;0,07143;0,07143;0,07143;0,00000;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;0,07143;;;;;;;;;;;
162;1;;;;;;;;;;;;;;;;;;;;;1.0:172800;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;>100000;0,01136;;;;;;;;;;;162;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;has to include a time limit! Otherwise multi-fidelity techniques do not make sense;;;;;;
163;1;;;;;;;;;;;;;;;;;;;;;1.0:172800;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
164;1;;;;;;;;;;;;;;;;;;;;;1.0:172801;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;164;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
165;1;;;;;;;;;;;;;;;;;;;;;1.0:172802;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
166;1;;;;;;;;;;;;;;;;;;;;;1.0:172803;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;166;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
167;1;;;;;;;;;;;;;;;;;;;;;1.0:172804;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;167;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
168;1;;;;;;;;;;;;;;;;;;;;;1.0:172805;0,00629;;;;yes;0,02703;;;;;;;;;;;;;;;;;;;;;;;;;;;;168;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,16667;0,16667;0,16667;0,16667;;;;;;;;;;;
169;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169;0,33333;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;transparency;;;;;;
170;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;0,33333;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
171;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171;0,33333;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
172;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172;0,33333;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
173;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173;0,33333;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
174;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
175;1;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175;0,25000;0,25000;0,25000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
176;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;well documented library;;;;;;
177;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
178;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
179;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
180;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
181;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
182;1;;;;;;;yes;0,07692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182;0,11111;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,00000;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
183;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183;0,20000;0,00000;0,00000;0,00000;0,20000;0,00000;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,00000;0,00000;0,20000;0,00000;;;;;<48h on 1 worker?;;;;;;
184;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
185;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
186;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
187;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
188;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
189;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;189;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
190;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
191;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;191;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;parallel computing;;;;;;
192;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
193;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
194;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
195;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;195;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
196;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
197;1;;;;;;;;;;;>1;0,00820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;;;;;;;;;;;
198;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,00000;0,00000;0,00000;0,00000;;;;;Vladimir Samsonov added HB;;;;;;
199;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;parallel computing >2h;;;;;;
200;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
201;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
202;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
203;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
204;1;;;;;;;;;;;>1;0,00820;;;;;;;;;>7200;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
205;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205;0,20000;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,00000;0,00000;0,20000;0,00000;;;;;parallel computing <48h;;;;;;
206;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,33333;0,00000;;;;;;;;;;;
207;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,33333;0,00000;;;;;;;;;;;
208;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,33333;0,00000;;;;;;;;;;;
209;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,33333;0,00000;;;;;;;;;;;
210;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,33333;0,00000;0,00000;0,33333;0,00000;;;;;;;;;;;
211;1;;;;;;;;;;;>1;0,00820;;;;;;;;;1.0:172800;0,00629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211;0,00000;0,25000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25000;0,25000;0,00000;0,00000;0,25000;0,00000;;;;;;;;;;;
212;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0:3;0,00775;;;;;;;;;;;;;;;;;;;;;;;;212;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;1:3 HPs;;;;;;
213;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0:3;0,00775;;;;;;;;;;;;;;;;;;;;;;;;213;0,00000;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
214;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0:3;0,00775;;;;;;;;;;;;;;;;;;;;;;;;214;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,11111;0,11111;0,11111;0,00000;0,00000;0,00000;0,11111;0,11111;0,00000;0,00000;0,11111;0,00000;;;;;;;;;;;
215;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0:10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;215;0,00000;0,16667;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,00000;0,00000;0,16667;0,00000;;;;;4:10 HPs;;;;;;
216;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0:10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;216;0,00000;0,14286;0,14286;0,14286;0,14286;0,00000;0,14286;0,14286;0,14286;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
217;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0:10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;217;0,00000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,50000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
218;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;> 10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;218;0,00000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,50000;0,00000;0,00000;0,00000;0,00000;;;;;>10 HPs;;;;;;
219;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;> 10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;219;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,50000;0,50000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
220;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;> 10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;220;0,00000;0,00000;0,00000;0,00000;0,33333;0,00000;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
221;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;> 10;0,00775;;;;;;;;;;;;;;;;;;;;;;;;221;0,00000;0,00000;0,00000;0,16667;0,00000;0,00000;0,16667;0,16667;0,00000;0,00000;0,00000;0,00000;0,16667;0,16667;0,00000;0,00000;0,16667;0,00000;;;;;;;;;;;
222;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[continuous, discrete, ordinal, nominal];0,00769;;;;;;;;;;;;;;;;;;;;222;0,00000;0,20000;0,00000;0,20000;0,00000;0,00000;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,00000;0,00000;0,20000;0,00000;;;;;different HP data types;;;;;;
223;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[continuous, discrete, ordinal, nominal];0,00769;;;;;;;;;;;;;;;;;;;;223;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;;;;;;;;;;;
224;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[continuous, discrete, ordinal, nominal];0,00769;;;;;;;;;;;;;;;;;;;;224;0,00000;0,33333;0,33333;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,33333;0,00000;0,00000;0,00000;0,00000;;;;;;;;;;;
225;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Online;0,00826;;;;;225;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,20000;0,00000;0,20000;0,00000;;;;;online models should be trained fast ;;;;;;
226;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Online;0,00826;;;;;226;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,20000;0,00000;0,20000;0,00000;;;;;;;;;;;
227;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Online;0,00826;;;;;227;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,20000;0,00000;0,20000;0,00000;;;;;;;;;;;
228;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Online;0,00826;;;;;228;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,20000;0,00000;0,20000;0,00000;;;;;;;;;;;
229;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Online;0,00826;;;;;229;0,20000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20000;0,20000;0,20000;0,00000;0,20000;0,00000;;;;;;;;;;;
